Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
19244,542,68,Love it!,"I'm so thrilled with these! the fabric is a little heavier, and they just fit really well when similar styles tend to be baggy.",5,1,0,General,Bottoms,Shorts
19261,195,48,Just buy it,"Soft, comfortable, flattering, versatile--what more can you ask for? just wish it came in a long-sleeved version.",5,1,0,Initmates,Intimate,Lounge
19263,351,37,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,3,1,0,Initmates,Intimate,Sleep
19289,1190,42,Vegan leather,Love these vegan leather pants. the fit is great for my petite frame. i bought them in regular size because the petite sold out so fast. i just got them hemmed of course. i love the fit but i also loved the color. the green was a just a little bit different and took me away from the basic black,5,1,0,General Petite,Bottoms,Jeans
19299,566,38,Love it!,Beautiful dress. when you look at it on the hanger you think this could be really good or really bad. but it is absolutely beautiful. would highly recommend it - can dress it up or down.,5,1,4,General,Trend,Trend
19368,556,46,L space estella bottom,"I wear a 25/26 jean and the size s in this bikini bottom was just too small. in photos it looks so cute, but on me it just didn't look like anything special. hopefully the larger size has more pizzazz.",4,1,1,Initmates,Intimate,Swim
19402,9,34,Okay leggings,"The velvet isn't as soft or plush as i thought it would be but these are comfy pants. i won't wear them until next winter, which is fine.",4,1,0,General,Bottoms,Jeans
19424,770,49,Cute!,"Was not expecting to like this - tried on and super cute, comfy relaxed fit. looked good with leggings i had on but color will be great with jeans too. will wear both unzipped and zipped.",5,1,3,Initmates,Intimate,Lounge
19440,353,54,Amazing,Hands down most comfortable bra ever!,5,1,0,Initmates,Intimate,Intimates
19473,559,73,"Great fabric, but runs small","Love the look of this and the fabric, but runs way small. i usually wear a 0. ordered the 0, then 2. just got the 4 and it's still too small. will be returning all 3.",2,0,14,General,Trend,Trend
19474,735,39,Love it!,"I was really disappointed when this arrived and i discovered that it's basically see-through.  it's well constructed, it's just a really thin material.",3,0,12,General Petite,Intimate,Lounge
19480,982,26,Beautiful color but strange texture,"I wanted to love this kimono...it is such a beautiful color and would work well with so many things in my wardrobe, but alas it went back due to the strange feel of the fabric...not a soft touch and because it runs small. i bought the m/l and usually wear a 12/14 but i couldn't bring the kimono together in the front (for a belting option).",2,0,2,General,Jackets,Jackets
19502,383,35,Really soft fabric,"The fabric is super soft and comfortable and the look is cute, however the drape on the front crossover is not great and doesn't flatter well. the shorts will probably run a little on the short side for some - i'm very short (5') and the length is great for me but i'm guessing not for the average height.",3,0,0,General,Bottoms,Shorts
19540,780,44,Great tee,"Picked this up yesterday in the muted teal. great shape, great color. the pink one is way brighter in person and the green, i think, is more of a forest green. each one was a little different. super cute. good price.",5,1,3,Initmates,Intimate,Lounge
19544,1198,68,Cute and comfy,"This is a great every day dress. the buttons in the back make it very figure flattering, and i love the long sleeves. the fabric is light, so i'll definitely be wearing with leggings.

it's a little tight in the shoulders, which is pretty standard for this brand for me.",5,1,0,General,Dresses,Dresses
19547,1157,23,Summer ready,I got the blue print and i love it. easy to match with any bottom really. i like that it can be made strapless.,5,1,1,Initmates,Intimate,Swim
19570,590,60,Nice flow,"I think 4-5"" shorts are the best length if you want to show off your legs, but still feel comfortable running errands, and these fit the bill. they are short, but they are loose, the pattern ( i got the grey) is nice, wore them with a black top that flowed over the waistband and felt they were perfect. memorial day, wore them 2 days in a row, all day, everywhere, got lots of compliments, comfortable, washed and air dried, ready to go again. i am typically a 12, ordered the large, could probably",5,1,4,General Petite,Bottoms,Pants
19589,849,26,Very pretty but very small,"This top is very pretty and looks so good with the blue flower skirt. unfortunately it runs very small. it fit my bust but would not go down. i imagine it would look better on a much slender frame, but since it fit my bust i wonder if the armholes are too big or it maybe a bit loose at the top. i like the style and design a lot, very dressy, but the buttons at the top are a bit hard to put on and remove. since this is turtleneck, every time you wear it the buttons have to come on and off. the bu",4,1,1,General Petite,Tops,Blouses
19600,479,47,Perfect fit and color,"These shorts are comfortable but so stylish. even though, i love many of retailer shorts, these are one of my favorites.",4,1,0,General,Bottoms,Shorts
19603,535,34,"So cute, but so small!","The top for this suit is great - i'm pretty small up top so it's rare that i find a suit that doesn't gap. however, the bottoms run so small. for reference, i'm a size 0 in dresses and 2/4 in pants. i ordered the xs and s to start, both were too small. with high hopes that i could keep this adorable suit (and well made otherwise!), i ordered a size m bottom. they were still small. sadly, i'm giving up and returning. 
only order this suit if you're super, super tiny on the bottom.",3,1,12,Initmates,Intimate,Swim
19648,237,38,Beautiful suit,Very flattering suit. embroidery is unique and the cut flatters.,5,1,0,Initmates,Intimate,Swim
19690,277,49,"Great swimsuit, but only if you have a small bust.","I loved the swimsuit when i saw it online and it looks just a cool in person. however, i had to return it because the size large top was very very small. i wear a 34d bra. this top seemed like it would only work for an a or b cup size, even in the size large. cute suit for the right body, though!",4,1,0,Initmates,Intimate,Swim
19720,470,54,"Vibrant & comfortable, what else could i ask for?","This basketweave bikini top in fractals red by mara hoffman is my favorite right now. soft, fully lined, and reversible to pale pink as are the matching basketweave bikini bottoms. the pattern looks like a vibrant watercolor painting with some fuzzy edges. 
.
i got the size 's' according to the size guide on the mara hoffman site. i'm 5'2"" currently 33-25-37ish without a bra on (bra size 30d, 32c, even a 28dd if i can find it). the front coverage is perfect. it also fits around the back, but i",5,1,0,Initmates,Intimate,Swim
19734,533,44,Softest shorts on the planet,"These shorts are a must. they are so soft and go with every top imaginable. i bought these in an xs and feel they run tts. for reference i am 5'1"" and normally wear a 24,25, or 0. you will not regret this purchase.",5,1,4,General,Bottoms,Shorts
19735,490,42,Love this romper,"Bought the blue romper and love it to bits! definitely a summer staple. i'm 5'4"", 105 lbs and generally consider myself proportioned, but curvy on the bottom, and the xs fit perfectly. many rompers have really short inseams, but this one is a relatively conservative 4-5"" so i feel comfortable and can dress it up or down. i've worn it a few times and received tons of compliments. it's super comfortable, forgiving, and flattering. i originally purchased it in black in pxs and ps, because at the ti",5,1,2,General Petite,Bottoms,Pants
19737,269,60,So very odd,"The fit on this is so strange. the middle string is definitely too long and the thin halter top offers hardly any lift. the print is lovely and the quality nice for the price. the cups are padded, which is nice i suppose, but would barely cover anything bigger than a c cup i'm guessing. i'm a 32dd, size 8 in pants, and size 4/6 in dresses and i ordered a medium. i also have a long torso, which probably didn't help.",1,0,1,Initmates,Intimate,Swim
19749,459,28,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,5,1,0,Initmates,Intimate,Swim
19752,307,35,It's okay,"I've noticed this sports bra several times in my store-along with a whole line of products that share this fabric and didn't feel necessarily compelled to try it on but i finally did this last time at retailer. i pretty much predicted what i was going to think of it. i like the back with the extra strappy open section, but that is where it ends. the fabric is not particularly flattering, and i didn't think the bra accentuated my chest. i do have a small bust size, but i have a lot of sports",3,0,9,Initmates,Intimate,Lounge
19760,46,52,It's a no,"Got this in the sky color. returned it because the top is way too sheer for me, if you know what i mean. i wanted a pretty gown i can wear without a robe in front of my kids. no can do. also, for the price, material just felt flimsy & cheap. it does run small ~ the medium was good on me and i'm 5'2"", 114#, 34b",2,0,0,Initmates,Intimate,Intimates
19761,388,54,Great! but delicate,"These are great, the colors are a little different in real life. they are really great but i think they are a bit delicate and i hope they hold up.",4,1,0,Initmates,Intimate,Intimates
19843,742,66,Nice pants but size down,"So hard to guess fit and size so because i carry my weight in my tummy i ordered an xl. they were too big. the waistband is a nice, very wide, comfy elastic but fit loose. the legs were a bit baggy too and too long for my frame. the fabric is soft and has a bit of a contrast down the sides of the leg. due to the length, i decided not to reorder a smaller size. i think you'd be safe to size down in these.",4,1,3,Initmates,Intimate,Lounge
19844,856,66,Decent little tee,"You won't break the bank with this cute tee. loved that it's not a thin fabric. the variation in the stripes adds interest, too. i ordered a large, my regular size, and it fit well. i returned because it was a bit on the long side on my short frame, the colors didn't suit me and i need long sleeve tees now that we're heading into the colder months.",4,1,0,General,Tops,Knits
19853,250,39,Adorable as a regular top not sleep,I bought this cuz i wanted a plaid shirt that didnt have too much plaid..this is true to size and adorable! i will be wearing it out and not to bed or for lounge. adorable detailing on back and on shoulders...its a keeper!,5,1,15,Initmates,Intimate,Sleep
19894,241,28,Super cute and flattering,"I am in love with this bathing suit. it is super cute and flattering and i love the pattern on this specific style. it is also seems to be very well made. i haven't worn it in the water yet so i can't really speak to that. i would say that i believe it is true to size, which means that it is a little tight since bathing suits need to be tight to stay on in the water! for reference i am a bra size 32dd, around 130 pounds, and 5'5"" and a size 6 fits perfectly.",5,1,10,Initmates,Intimate,Swim
19931,165,23,Love it!,"I loved the actual design on the fabric. the flowers are gorgeous and i was really looking forward to wearing them, but the fabric was much too thin for me. i was surprised because another review said they were thick. to me, it felt like tights material, almost. however, they were not see through, which is great. overall, they just didn't look great on my body. 5'9"" size 6/8 curves, medium was a bit too loose.",3,0,0,Initmates,Intimate,Lounge
19939,1141,56,Beautiful dress for fall,"This is a beautiful dress for fall. the fabric is gorgeous and drapey and the skirt is swingy. i ordered this in an xl because that size always sells out first. i think a l might fit a bit better, so i will see if any more come in and order another to compare. it poofs out in the back above the elastic and the waist slides down a bit. it is also very long, i need to hem it about 3-4"". i never know which size to order with this brand, i vary between l and xl.",5,1,6,General,Trend,Trend
19944,536,44,"So cute, but not for me","This suit is so adorable! i love the retro style and the two patterns and i really wish it worked for me. the suit is comfy, seems well made and fit nicely. but, although it fit technically, i don't like the way it cuts me off at the thigh. it's not flattering for me at all. 

the suit is kind of a neoprene material, so it's thicker than a normal bathing suit, so i think even though it isn't lined, it might not be see-through, but i didn't get it wet to test it out. in terms of fit, i think it",3,1,3,Initmates,Intimate,Swim
19945,514,46,"Cute design, impossible fit","I tried this on in my regular size and was able to get it on fine, but the cup portion of the suit was just crazy! with the straps tied tightly around my neck, it was like the cups just flipped out and open. i am a regular b cup, and i don;t think it was sizing (though i did not have the opportunity to try multiple sizes). the cup did not right and, for this reason, would make this absolutely impossible to wear. unfortunate, because the design is so pretty.",2,0,9,Initmates,Intimate,Swim
19979,1186,34,A perfect short sleeve top,"I've been scouting retailer's store, looking for short sleeved tops at a reasonable price point.
this fit the bill. the flouncy sleeves are a bit much for my typical wardrobe, but a fun addition. i love the fact that there's extra fabric built in to make the armholes smaller, therefore no need for a cami underneath.
i purchased the black and white in medium (typically medium to large, 5'4"", 34g).",4,1,5,General,Tops,Knits
20004,275,34,Like wearing a hug,"This wrap is awesome. soft material, perfect length sleeves with thumb holes (!), and warm, great for layering.",5,1,0,Initmates,Intimate,Lounge
20009,893,47,"It's a big, beautiful sweater","Without seeing the 'online exclusive' notation, i went into my local retailer store to try on this sweater because sometimes i wear small and sometimes a medium. once the very helpful retailer employee looked it up and advised they don't carry it in stores, i ordered it at the check-out desk in a size medium. i was so excited with anticipation because i love stripes and i love the color gray... this sweater was right up my alley. i was very disappointed when i decided to return it. first of all, i d",3,1,5,General,Tops,Fine gauge
20010,1180,33,"Gorgeous top, perfect for summer","To be honest, i bought this as a pregnancy top since i can't bring myself to buy actual maternity wear. it is gorgeously made of lovely light material, and i can actually see myself wearing it even after baby. i find the asymmetrical hemline to be really chic - overall a fave.",5,1,1,General,Tops,Blouses
20018,95,24,Pretty but runs way too small,"I really was looking forward to this piece but unfortunately it was too small to even pass through my head nevertheless i couldn't even get both arms in. i got a size small and probably needed a large; but as far as the quality and color, it's really pretty! just go up a size or two if anything and try it out.",3,0,0,Initmates,Intimate,Intimates
20066,49,27,Love this piece!!!,"This piece fits true to size and is very flattering on. sometimes i worry about my stomach not being perfectly flat, but this wasn't an issue at all, probably because of the intricate lace details. the fabric is substantial enough that i don't feel like it'll get a hole in it after multiple wears.",5,1,2,Initmates,Intimate,Intimates
20075,778,42,"Beautiful print, so comfy!",Love these - the colors are perfect for fall. originally ordered a small which fit fine (i'm a 6-8) but felt the black color would look better if i sized up and the material wasn't as stretched - i'm glad i exchanged for a medium for that reason.,5,1,0,Initmates,Intimate,Lounge
20088,772,50,Comfy sweatshirt!,"This sweatshirt is really nice!  it's oversized so best worn with leggings or skinny jeans. it's very warm, without being too thick. it looks almost exactly like the picture.   the quality seems pretty good, but we'll see how it holds up after it's washed.",5,1,0,General,Tops,Dresses
20104,508,37,Cool beach pants,"I was looking for the full legged pants with a slit, light enough for the beach. they have my size finally! i'm a regular 12 and m worked well for me. can't wait to wear these with a nice top.",5,1,0,Initmates,Intimate,Sleep
20105,520,41,Cute tank,I love this style of tank top with the wider straps. very flattering but yes the armholes are big and i noticed the sizing is different with each color. i normally wear an xs but in the gray and blue i bought s to have a little room. i also bought the black color but the s was huge! i exchanged for an xs so hopefully it will fit better. it had to be ordered. it definitely stretches out as you wear it though.,4,1,2,Initmates,Intimate,Layering
20170,16,39,Gorgeous,"This gorgeous dress really does bloom before your eyes. the silk is light, airy and very delicate. the bodice runs large and the length runs long (i have to wear my highest platforms) but i would not return because it's an exquisite piece of art.",5,1,0,General,Dresses,Dresses
20199,706,41,Adorable but overpriced,"The print of this dress is what enticed me, and it did not disappoint. the fabric is a nice shade of medium grey with cream printing. however, the fabric is very thin. thankfully the top part is lined, but the bottom is not and it should be. this lightweight dress great for hot summer days, but for the price it really should be lined on the bottom as well. 
the dress is more a-line than pictured, which i liked. the bust is fitted and there is elastic in back. the skirt is fairly loose and flare",4,1,1,Initmates,Intimate,Lounge
20208,355,30,So cute in person!,"The material of this swimsuit is amazing. the swimsuit is expensive, but it is high quality in person. definitely one i'd recommend buying!",5,1,2,Initmates,Intimate,Swim
20209,685,26,Sexy and comfy,"This robe is exactly what i was looking for.  it's perfect for lounging around while getting ready and also good for post-shower while i'm still drying off.  it is a little shorter than it looks on the model, but that's fine for me.  only downside is that it has to be hand washed.",5,1,0,Initmates,Intimate,Sleep
20230,700,67,Love it!,"I ordered this bra in my normal size 32d, and it fits me perfectly. this bra is beautiful. the material seems to be very high quality, and the comfort of this bra is amazing. it's definitely a keeper.",5,1,1,Initmates,Intimate,Intimates
20238,614,31,Love this romper,"I had never tried on a romper or jumper. the print of this changed my mind and i'm glad for it. it looks amazing on is easy to wear. i kind of wish it were lined but it's probably better unlined to keep it light and cool for the summer. 

i did end up using double stick take bc the front was so low but it was worth it.",5,1,4,General,Bottoms,Shorts
20277,242,35,Runs super small,"Holy cow does this run small-like really small. i ordered the normal size i would wear and couldn't even get it passed my legs-until i supplied the most amount of effort i could (against my better judgment) and managed to get it on-but it was definitely too small. i would classify myself as petite and my normal size was way too short on my torso. it, of course, was a mistake to force it on because it was just as hard to get it off.

that said, i love the suit and am going to try in one and 2 siz",4,1,13,Initmates,Intimate,Swim
20333,372,52,Love it!,Very flattering cut. only con is that is seems to snag easily. extremely comfortable and don;t need to wear a cami under it like i originally thought i would.,5,1,0,Initmates,Intimate,Lounge
20366,322,33,Not true to size,"These run really small..almost 2 sizes up. so if you order these, i would order a few sizes to cover your basis. otherwise, good quality, good coverage. hopefully sizing up will fit me.",4,1,3,Initmates,Intimate,Swim
20376,718,26,"Nice material , but runs large","This top looks real cute on the model! wish it looked like that on me! way too big, so not flattering on my petite frame. sadly going back!",3,1,0,Initmates,Intimate,Lounge
20422,461,23,Perfect cover-up,This cover-up is perfect for the beach or the pool. it is see through.,5,1,0,Initmates,Intimate,Swim
20543,499,35,Love it,This body suit is super flattering and super comfortable. i'll probably order it in the other color.,5,1,1,Initmates,Intimate,Layering
20545,489,39,Cool for the summer,"I was skeptical about buying a romper. i was also unsure what size would fit me (i'm 5'5"" and 150 lbs.)  to my delight, the romper fit perfectly! it's a gorgeous and flattering fit.  i love the design and fabric!  it's stunning!",5,1,0,General Petite,Bottoms,Pants
20554,1017,41,Nice basic,"Nice basic pencil skirt to have in the closet. i think the fit is right on and did not have any problems with billowing like in the other review. quality is nice, but could be even better.",4,1,0,General,Bottoms,Skirts
20557,756,56,Love it!,Free and easy but the fabric seems cheap.,4,1,1,General Petite,Intimate,Lounge
20561,198,28,Runs small,"I'm 5'7"", 125 lbs and i ordered these in a size small. i just got them in the mail and the print is really pretty and they seem very well-made. unfortunately, they were a little too small, particularly around my butt. after i ordered them, i read reviews on other merchants' websites and saw that many other stores recommend sizing up, as the brand is known to run small. i wish i had known before i ordered, but i'm exchanging them for a medium and i hope those fit better, because this suit is ador",4,1,1,Initmates,Intimate,Swim
20575,106,31,Not great quality :(,"I loved these pants - super soft and cozy and perfect for winter. i've worn them a handful of times and have washed them maybe twice max and they already have 2 holes! they don't say handwash and my washer/dryer is brand new and pretty gentle on my clothes. maybe i just ended up with a bad pair, but i found the quality to be disappointing :(",2,0,0,Initmates,Intimate,Sleep
20580,924,46,Pretty but scratchy,"The color of this is beautiful. i'm 5'8"" and had to order the s because they were out of the m, so it's not as dramatically long on me as on the model, but otherwise fit - sleeves a little shorter too. the m would have been better. but it is a little scratchy wherever it touches my skin, so it's not worth the $$$ to me. going back :(",3,1,1,General,Tops,Sweaters
20585,67,52,Love it!,"Velvet always has made quality clothing and i had purchased the same shirt in another color and i wanted to see if they had other colors, they did and i got 2 more. i received in expected time and they were wrapped nicely. thank you for great choices of unique clothing.",5,1,0,Initmates,Intimate,Layering
20586,814,66,Runs very small,"Ordered the biggest size available, the large. the arms are so tight, i couldn't get it on. looked like it may have fit in the body so i don't understand why so constricting in the arms. i don't have big arms, either. fabric is thin but the color is pretty. can't recommend. i'd pass on this one.",1,0,0,Initmates,Intimate,Sleep
20599,228,53,Great for around the house!,"I understand what the previous reviewer meant when she says these are great for around the house. the yarn is thick but the weave is open so they are nicely springy but not very warm.

they look perfect with my birkenstocks so i'm getting then in all colors.",4,1,2,Initmates,Intimate,Legwear
20600,666,35,Love it!,"Very cute and comfortable!does run big, i used the size chart and it's very generous-would order down a size next time.",5,1,0,Initmates,Intimate,Sleep
20607,416,37,No support = lots of side boob,"This suit is so beautiful, and the quality is great. i wanted it to work out, but unfortunately my chest size is not compatible with this bathing suit. i am a 36c and there is zero support (which i assumed when i ordered it, but it was so lovely in the photo i had to give it a try). for those who have a smaller bust, or are more comfortable with a little sexy side profile, this may be perfect. i ordered the large, and the bottoms were a good fit. i am also very petite and the length was good one",4,1,1,Initmates,Intimate,Swim
20632,168,35,I wanted to fit to work!,"I tried this top on today because i was really hoping i could get the shorts and robe set. the shirt was softer than i was expecting, but when i tried it on it was an uncomfortable fit. there was some tightness in the armpit area, which is not where i would have expected it to be tight. the rest of it was comfortable and reasonable looseness so i don't think a size up would have been a good option for me. i like the design a lot so i was really disappointed it didn't fit. it is between a lightwe",4,0,2,Initmates,Intimate,Sleep
20662,726,48,Love,"I absolutely love this pullover and am so glad i purchased it. it is the perfect weight for fall/winter, super soft, true to size. the diamond shape opening in back looks great with my strappy yoga bras, i have received compliments every time i wear it. i am 6', 144lb, slim/athletic build and often have trouble with sleeve length. this however is perfect & i can use the thumb holes as designed without stretching the sleeves in an awkward way. wish it came in more colors!",5,1,1,Initmates,Intimate,Lounge
20680,699,37,So flattering!,"I love these cozy, fashionable leggings. they are super flattering and thick enough to wear to yoga or out and about in the real world. i will definitely be getting another pair! they seem true to size. i am tall (5'11) and usually wear a lg.",5,1,2,Initmates,Intimate,Legwear
20685,476,53,Definitely size up,"If your looking for a nice quality basic tee, this is it. nothing special, but the fabric is a nice soft cotton with a little stretch. the cut is long and lean so i would highly recommend sizing up. i sized up from my usual medium to a large and it's still quite form fitting. i'm 5'2"", 35a/b bust, 28 waist, 39 hips.",4,1,4,Initmates,Intimate,Layering
20686,638,70,Siamese cat pattern,"For cat lovers in particular, these socks will grab your attention. they are fine quality ankle socks. the kittens are really more moss green than beige.",5,1,0,Initmates,Intimate,Legwear
20707,369,36,Not comfortable because of itchy tags,3 tags - one quite huge (about 2'' by 3'') - very itchy. so i cut out the tags and they are sewn with some kind of hard poky plasticy thread - now even more itchy! i will have to wear these inside out.,1,0,1,Initmates,Intimate,Intimates
20753,317,29,Unexpected find,"I was at my local retailer this weekend, needing a bathing suit for an upcoming trip and this set was sitting in the ""get it while it lasts"" section, in my size. i tried it on (top in two different sizes 32c and 34b and a bottom), and it was literally the only time in my life i've ever tried on a bathing suit and been happy with the results! great material, the design is retro but with a modern twist with the fabric, supportive top without squishing (went with the 32c...same as my regular bras), t",5,1,1,Initmates,Intimate,Swim
20772,656,41,Love them!,"They are exactly as picture. i have a lot of extra skin on my midsection, due to pregnancies. they are a little high waist so they grab all the midsection perfectly. the fabric is good quality, the tones are just beautiful... it is a little bit see through on your bum. i always try to hide my bum so no issue for me.",5,1,0,Initmates,Intimate,Lounge
20782,166,65,Love`,"I love the pure and good short sleeve tees. they feel beautiful, and wash beautifully! i just hang them to dry and they are perfect for the next time, i buy a size medium as i like them to flow nicely at the hips!",5,1,1,Initmates,Intimate,Layering
20823,537,28,Love it!,"I've always had great difficulty finding a pair of shorts that i like the fit of - most are either too short, too thin, too low, or too tight. i have athletic legs that ""mainstream"" fit doesn't work well with, for the most part.

fortunately, that was not the case with the neda shorts. i was first drawn to them because of the striking but subtle pattern - and they also fit well, with a good length and a structured fit. they have a medium-high waistband and a slight stretchiness, and the fabric",5,1,0,General,Bottoms,Shorts
20905,722,40,Dreamy cozy pants,These pants are the perfect weight and comfort. they are cozy enough to wear around the house and sleep in as well. i highly recommend these dreamy pants.,5,1,0,Initmates,Intimate,Sleep
20954,469,54,Two for one,"This is a high-quality swimsuit that can be worn inside out. easy to wear colors, fantastic pattern placement. the other side is an intense blue. i would suggest going by the size chart on the mara hoffman site. 
.
 i think this should look great on athletic figures. the back is low-cut and the bottom has medium coverage, not as skimpy as brazilian cut bottoms. not ideal for hour-glass figures as there is no bust support, and you will show quite a bit from the side (it is cut in at the front w",5,1,1,Initmates,Intimate,Swim
20976,493,40,Love the top and the message!,"Love this tank!! the cotton is very soft which also allows some flow. i've worn this to yoga, and to teach barre and cardio dance and it's a hit! as a life-long dancer, this was a must have. my only negative is since the sizing is either xs/s or m/l, it may run too big or too small for some. i tyically wear a m or 6 in retailer tops and this is a little large in m/l; however, not to the point of being distracted with straps falling or the like. highly recommend.",5,1,0,Initmates,Intimate,Lounge
20993,913,74,Runs short,"I really wanted to love this sweater however it fell much shorter on my 5'10"" frame than it falls on the model, between my belly button and hip, and the sleeves ended just below my elbow and were much more voluminous than they appear in the product shot. i do have long monkey arms though, so on someone more petite it would probably fit more like the model shot.
the quality of the knit seems nice, however the zipper used is very slim and light weight and got stuck twice just while i was trying i",2,0,2,General,Tops,Fine gauge
21085,213,36,Super cute,"Very comfortable and super cute. the top sold out, which i'm bummed about, but matched it with a funky black top.",5,1,0,Initmates,Intimate,Swim
21109,532,45,"Give me more art dept, please...","I just adore these shorts from art dept. they are casual, yet slightly structured. the length is just perfect (for me), no ride up, no wrinkles (i can't stand wrinkled shorts), and the fringe gives these shorts a fun and playful look just perfect for a stroll on the beach or shopping with your girlfriends. i know these shorts are going to be a staple in my summer wardrobe for years. can i have these in more colors and patterns too????",5,1,4,Initmates,Intimate,Lounge
21132,1061,20,Great jumper!,Picked this up at the store in my usual size small. it fit perfectly. i am a 34d and the buttons closed with no gap. the length was just above the ankle and the fit is slim. so comfy. my guess is this is going to sell out because everyone including the sa's wanted to buy one. loved the color too~very versatile.,5,1,2,General,Bottoms,Pants
21138,266,52,Kind of blah,"Got this in the moss color. i throw on a hoodie almost every day to walk my dog so i justified the high price. returned it because it was not cute on. the waffle fabric didn't stand out, and the bottom just hung straight. i thought it would be more ruffle-like. even on sale i won't buy it ~ it's just that blah",3,0,5,Initmates,Intimate,Lounge
21139,599,37,Awesome beach dress/coverup,"Just received this dress today. i bought it for a vacation we are taking to mexico. i wanted a nice coverup.
this is beautiful. fits nicely without looking like a tent.
i would highly recommend. 
this is one size fits all.",5,1,0,Initmates,Intimate,Swim
21189,289,41,Love it!,"I was really excited to receive this caftan, but it looked very strange on my body. i have small shoulders and the xs was still very big on me. there's also a seam along the sides that made me look boxy. the quality is really great, but i thought that the color seemed a tad bit darker/muted than pictured.",3,0,0,Initmates,Intimate,Swim
21195,1143,61,Skylark caftan dress,"Wonderful print and color. dress style is very boxy and oversized, fabric is great but has no drape.",4,1,0,General,Trend,Trend
21196,314,21,Love it!,This is the most beautiful bathing suit ive ever owned. it is so unique and comfortable. the fit and everything is just amazing. so happy with this purchase.,5,1,0,Initmates,Intimate,Swim
21205,120,37,Love!,"Love this swimsuit. runs true to size. definitely recommend. very flattering. for reference i have a straight/athletic build, i'm 5'11"", 150, 34c, and size 8 was great for top and bottom.",5,1,3,Initmates,Intimate,Swim
21229,484,21,Love it!,These shorts were beautiful!! love the material and the way they fit. the drawstring makes them very adjustable.,5,1,0,Initmates,Intimate,Sleep
21251,531,49,Perfect casual dress!,"This dress is perfect for weekend errands or i could see dressing it up as well. the material is a heavier weight, will not wrinkle and the pockets are an added bonus. i purchased the small in this dress and it is perfect. for reference: 32d, 27, 35",5,1,0,Initmates,Intimate,Lounge
21275,1193,41,Much better in person,"Just bought this dress in a 6. i'm 5'7"" 138 lbs (32b, 29 in jeans). this is *so* much better than pictured. it's an empire waist that really flatters my small bust and accentuates the thin part of the waist. i have an hourglass figure, but can see this working great for pear shapes. i wish the material felt softer, but the fit was so perfect, even for my broad shoulders. will transition nicely to warmer weather, but for now, i plan to wear it with leggings and a cardigan.",5,1,3,General,Dresses,Dresses
21285,15,34,Incorrect sizing,Way too long...the sizing is incredibly off on this product. order a size or two down.,2,0,0,Initmates,Intimate,Layering
21302,239,40,Gorgeous swim suit,Love the design and print. absolutely beautiful bathing suit. would size up on the bottoms. top is true to size.,5,1,1,Initmates,Intimate,Swim
21337,802,26,"Interesting color, thin material","I am undecided if i will keep this dress or not. i am 5/4, 155 lbs and ordered both the small and medium. the medium was comically large on me, with broad shoulders and a sack-like appearance. but the small fit very well and felt very french girl chic. the brownish-greenish color is really stunning in person, like a greenish copper. and the gathered sleeves elevate this into a dressier look. but the material is sheer, so you would need to wear a slip, and the elastic waist still has somewhat of",3,1,2,Initmates,Intimate,Lounge
21345,795,50,"Embroidery provides ""wow"" factor!","Such a lovely, well constructed top. looks great on petite frames. free flowing but not too ""peasant-like."" the embroidery is gorgeous. while it is pricey, it is something you will wear for years as it is a timeless piece.",5,1,0,Initmates,Intimate,Lounge
21401,884,29,Huge,"This is absolutely huge.  it felt like it was at least 2 sizes too big - the empire waist wasn't even semi- fit.  36d chest and size small was like a tent.  however, the embroidery was beautiful",3,1,0,General Petite,Tops,Knits
21406,1169,26,Cuter in the photos,"I really wanted to love this suit, but it honestly looked really matronly in person.",3,0,0,Initmates,Intimate,Swim
21415,610,26,Birds of paradise!,"I love this suit! the pattern is just lovely. unfortunately i have to return the suit because i can't wear it. there are no cups or pads or underwire for the chest. you have to look like the model wearing the suit to wear this. if you need any support than give up. who can wear an xl and not have some breasts at all? the neckline is also very low and ended up revealing the top half of my breasts.

the birds of paradise are just lovely, not exactly the same on every suit, but still nice. i just",3,0,9,Initmates,Intimate,Swim
21427,200,59,"Beautiful graphic design, very small!","Although $$$$$ i want to support usa products and am so glad retailer continues to add these options .i also decided to splurge with family coming home for the holidays, a way to stay in pajamas but still look dressed. i am only 5'2"" and these were just longer than capri length, more like the close-up view online. to get them ankle length you would have to push them way down on your hips, not sure how the tall model did that! i am 106 lbs and considered exchanging the xs for an s, these run",4,1,6,Initmates,Intimate,Sleep
21435,576,73,Love it!,"These shorts just didn't work for me. i loved the embroidery and the color, but i just don't have the curves for them. try these if you have an hourglass or fuller figure.",2,1,1,General,Bottoms,Shorts
21471,367,46,Snow day loungers,"So soft and comfortable and flattering on! run small. i'm a 25/0 pant and a small in these is as small as i'd want to go! otherwise, excellent.",5,1,0,Initmates,Intimate,Lounge
